Wave,F062,F087,F106,F129,F158,F184,F146,F213,Prism,Grism_1stOrder,Grism_0thOrder
0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.473,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.474,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.475,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.476,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.477,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.478,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.479,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48,0.3639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.481,0.5803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.482,0.8039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.483,0.9901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.484,1.1151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.485,1.1826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.486,1.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.487,1.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.488,1.2251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.489,1.2259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49,1.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.491,1.2266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.492,1.2267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.493,1.2267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.494,1.2272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.495,1.2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.496,1.2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.497,1.2314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.498,1.2335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.499,1.2354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.501,1.2386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.502,1.2409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.503,1.2437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.504,1.2469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.505,1.2504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.506,1.2541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.507,1.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.508,1.2621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.509,1.2665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.51,1.2714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.511,1.2765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.512,1.2813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.513,1.2863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.514,1.2919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.515,1.2978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.516,1.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.517,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.518,1.3162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.519,1.3227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52,1.3291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.521,1.3357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.522,1.3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.523,1.3498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.524,1.3572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.525,1.3647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.526,1.3721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.527,1.3793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.528,1.3866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.529,1.3943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.53,1.4027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.531,1.4113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.532,1.4196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.533,1.4277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.534,1.4361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.535,1.4446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.536,1.4534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.537,1.4623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.538,1.4712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.539,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.54,1.4886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.541,1.4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.542,1.5058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.543,1.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.544,1.5247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.545,1.5347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.546,1.5444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.547,1.5537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.548,1.5626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.549,1.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.55,1.5805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.551,1.5897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.552,1.5988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.553,1.6081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.554,1.6176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.555,1.6271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.556,1.6363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.557,1.6453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.558,1.6544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.559,1.6635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.56,1.6723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.561,1.6812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.562,1.6901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.563,1.6992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.564,1.7085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.565,1.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.566,1.7274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.567,1.7358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.568,1.7425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.569,1.7494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.57,1.7581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.571,1.7673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.572,1.7753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.573,1.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.574,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.575,1.7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.576,1.8056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.577,1.8132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.578,1.8199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.579,1.8267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.58,1.8341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.581,1.8416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.582,1.8482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.583,1.8544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.584,1.8605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.585,1.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.586,1.8705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.587,1.8747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.588,1.8797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.589,1.8849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59,1.8897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.591,1.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.592,1.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.593,1.9012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.594,1.9035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.595,1.9056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.596,1.9083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.597,1.9112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.598,1.9139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.599,1.9163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,1.9184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.601,1.9201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.602,1.9214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.603,1.9231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.604,1.9256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.605,1.9285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.606,1.9312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.607,1.9331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.608,1.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.609,1.9347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.61,1.9357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.611,1.9369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.612,1.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.613,1.9389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.614,1.9395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.615,1.9401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.616,1.9407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.617,1.9412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.618,1.9417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.619,1.9418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.62,1.9415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.621,1.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.622,1.9406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.623,1.9404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.624,1.9402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.625,1.9398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.626,1.9388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.627,1.9382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.628,1.9388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.629,1.9398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.63,1.9401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.631,1.9402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.632,1.9404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.633,1.9406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.634,1.9405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.635,1.9406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.636,1.9413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.637,1.9421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.638,1.9423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.639,1.9422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64,1.9422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.641,1.9427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.642,1.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.643,1.9452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.644,1.9455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.645,1.9452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.646,1.9449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.647,1.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.648,1.9459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.649,1.9474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,1.9489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.651,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.652,1.9506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.653,1.9509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.654,1.9509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.655,1.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.656,1.9511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.657,1.9516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.658,1.9526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.659,1.9535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.66,1.9538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.661,1.9537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.662,1.9535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.663,1.9533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.664,1.9533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.665,1.9535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.666,1.9539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.667,1.9542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.668,1.9542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.669,1.9539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.67,1.9532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.671,1.9528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.672,1.9528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.673,1.9531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.674,1.9531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.675,1.9529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.676,1.9523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.677,1.9515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.678,1.9507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.679,1.9498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68,1.9489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.681,1.9483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.682,1.9481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.683,1.9477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.684,1.9467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
