filepath,ra_at_xy_0,dec_at_xy_0,deflector_theta_E,theta_E_class,deflector_e1,deflector_e2,deflector_center_x,deflector_center_y,deflector_gamma1,deflector_gamma2,deflector_light_R_sersic,deflector_light_n_sersic,deflector_light_e1,deflector_light_e2,deflector_light_center_x,deflector_light_center_y,source_light_R_sersic,source_light_n_sersic,source_light_e1,source_light_e2,source_light_center_x,source_light_center_y
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/0.png,-2.5555555555555554,-2.5555555555555554,1.2325660297450465,large,-0.011468383104761537,-0.08041147936598642,-0.19728146171577998,0.05365375082065867,-0.06108365839018292,0.029984508065179424,0.4320783022412856,2.923867569487998,0.09026791070682237,-0.015234900516793501,-0.19728146171577998,0.05365375082065867,0.4340888070848007,2.674128865337444,-0.0729047472629393,-0.02910185570034205,0.18635128185344887,-0.09068868911287213
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/1.png,-2.5555555555555554,-2.5555555555555554,1.3297634534174028,large,-0.012204709451842446,-0.10043931027423131,-0.09805421977681476,0.16232168653148574,0.026555684167742122,-0.05541709162970855,0.34306049929031346,3.1122217602794713,0.1371160852903401,0.031105852910799488,-0.09805421977681476,0.16232168653148574,0.38534688006271084,2.6100663612633803,-0.020777599652295455,-0.0020691166579457983,-0.07548958178352798,-0.1552191139219336
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/2.png,-2.5555555555555554,-2.5555555555555554,1.0074916601834591,small,0.14286150257369257,0.02805817357591167,0.12715559485005706,-0.12429631437841954,-0.0942670742791527,0.0024877019485922067,0.321169134065203,3.379477391345173,0.06565932891988034,-0.00165743156100104,0.12715559485005706,-0.12429631437841954,0.3129827103120184,2.711466655484684,-0.07724276526737896,-0.19215643562923324,0.11407684232625334,0.1461036234090764
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/3.png,-2.5555555555555554,-2.5555555555555554,0.9711403544496958,small,0.06290847044380185,0.021458969884596984,-0.024966606745998314,0.03944319774093748,-0.0725079678145501,0.06614595861310517,0.4275996380613268,2.573844426031367,0.022803948706871982,0.05819248044810667,-0.024966606745998314,0.03944319774093748,0.334715839537793,3.5265515380410615,0.031578559605752066,-0.12295243033098487,-0.10447117547364462,-0.10916368012260326
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/4.png,-2.5555555555555554,-2.5555555555555554,1.565058018418347,large,-0.09576252691964035,-0.09052186426080458,-0.030946735487297313,0.043814287386371865,0.09365334464317693,0.04000898208859194,0.34126077388661913,3.7813584119096952,0.13809369026256996,0.04932063444403844,-0.030946735487297313,0.043814287386371865,0.3743627101613281,3.097645757906525,0.08939916743445026,0.03858307231034885,0.014309744732621253,-0.07817788796859979
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/5.png,-2.5555555555555554,-2.5555555555555554,0.8095767518847371,small,0.06804396837873306,0.098788930425619,-0.12874476201126028,-0.18067251995228648,0.12028373223054965,-0.02716024727547921,0.3062006575774347,2.624973696527714,0.10107515546835098,-0.1517024520366293,-0.12874476201126028,-0.18067251995228648,0.4059641023939301,2.54447496643956,-0.03353547548396698,0.04007600749296254,0.04623787312555415,0.04450113855867871
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/6.png,-2.5555555555555554,-2.5555555555555554,1.4368016397734036,large,0.039927300190348985,-0.09181967351379777,-0.07818070048556766,0.0991604467040445,0.035065971205777584,0.00736210437285208,0.28811071169741015,3.2488621425923943,0.0571529524676908,0.14328533582891897,-0.07818070048556766,0.0991604467040445,0.31192905294837936,2.7834894971980733,0.11064606527195237,-0.07431588223831773,0.23156933389502893,-0.11855991314424623
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/7.png,-2.5555555555555554,-2.5555555555555554,1.324903294328537,large,0.018996933092290676,-0.20813402263788106,0.0062335824596551435,0.09115419735704819,0.06292879740729128,-0.02470051547072537,0.39937221776982784,3.738971276056805,-0.009142458149820579,-0.019356544985757312,0.0062335824596551435,0.09115419735704819,0.37154156938559046,3.466853713871001,-0.04995369341539674,-0.20847733878962327,-0.09989598163887822,-0.14358263136803914
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/8.png,-2.5555555555555554,-2.5555555555555554,1.347633317265188,large,-0.04571211947695616,0.05517976467312089,-0.005758315054811803,0.2498216218148025,0.08168921414977187,-0.048117579940310504,0.3363551308461041,3.3650529195380012,-0.13289978359880514,-0.061358719250241625,-0.005758315054811803,0.2498216218148025,0.26686955373632215,3.0053199998712903,0.12514173390362135,-0.020092599777804598,-0.06909717492740186,-0.09453540912499749
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/9.png,-2.5555555555555554,-2.5555555555555554,1.0838725771292272,small,-0.0037771407952186184,0.08271468920637637,-0.0708769262768804,0.046528627774643776,-0.08687201971632294,-0.02420999342707806,0.27498080645187284,3.038015105143024,-0.040690349962545266,0.06970380254397548,-0.0708769262768804,0.046528627774643776,0.3997156033024514,2.8647711361399004,0.04606798619768371,0.17136018668982356,-0.11338045384527529,-0.09042352210931007
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/10.png,-2.5555555555555554,-2.5555555555555554,0.9654531263201419,small,-0.06531220965454931,0.010008228590778089,0.04399889586993816,-0.08464973474497466,0.04358329660772064,-0.09487058304176908,0.2893296646902444,3.025697478183485,0.11398371550756577,-0.02016562693417438,0.04399889586993816,-0.08464973474497466,0.3254040862260016,2.6694481633021243,0.00813296766311593,-0.019990583767354127,-0.13730478249668487,-0.11628189486552472
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/11.png,-2.5555555555555554,-2.5555555555555554,1.370373901589936,large,-0.21448768258544357,-0.019669527083743903,0.08487197276941943,0.42394433896887784,0.00974627741396222,0.061264848341378145,0.425199940359946,2.7900532381109446,0.04035071794560053,-0.012437534174052535,0.08487197276941943,0.42394433896887784,0.28673975410576796,2.637364817570416,0.01704044429980764,-0.09912912739994029,0.11726212302756334,-0.21372276556953418
